candidate_rank,evidence_rank,MMSI,VesselName,IMO,CallSign,VesselType,track_intersects_slick,track_distance_to_slick_km,closest_AIS_distance_km,closest_approach_time,hours_before_satellite,speed_at_closest_knots,course_at_closest_deg,points_inside_slick,first_inside_time,last_inside_time,hours_before_first_inside,hours_before_last_inside,median_speed_knots,max_speed_knots,ais_points,first_seen,last_seen,observation_hours,alignment_difference_deg,intersection_score,proximity_score,temporal_score,alignment_score,association_score,association_label
13,15,367581960,MS ISABELLA ROSE,IMO8964484,WDG8874,90.0,False,4.805467994411565,4.821945773982399,2018-09-25 18:31:01+00:00,5.512374166666667,8.9,231.6,0,,,,,8.6,9.3,354,2018-09-25 12:02:50+00:00,2018-09-25 23:55:20+00:00,11.875,30.735338810092315,0.0,15.583596016765304,7.020870839902571,6.584962354434188,29.189429211102066,Weak association
14,16,367578370,BIG BULL,IMO8941200,WDG8519,30.0,False,4.815177365974368,4.815177365974368,2018-09-25 16:54:28+00:00,7.1215408333333325,6.9,45.4,0,,,,,6.8,7.6,291,2018-09-25 12:49:28+00:00,2018-09-25 21:59:11+00:00,9.161944444444444,24.535338810092327,0.0,15.554467902076896,5.269571980521491,7.273851243323075,28.09789112592146,Weak association
15,21,367723350,NGUYEN TJ II,IMO8980024,WDI6898,30.0,False,5.922807963150889,5.924411300042073,2018-09-25 21:16:48+00:00,2.749318611111111,8.2,39.6,0,,,,,7.6,8.7,357,2018-09-25 12:01:48+00:00,2018-09-26 00:00:32+00:00,11.97888888888889,18.735338810092315,0.0,12.231576110547334,7.8576676029595935,7.91829568776752,28.00753940127445,Weak association
16,10,366983730,MR LLOYD,IMO8988480,WDH6207,60.0,False,3.4512373230341105,3.4552601865107517,2018-09-25 12:34:47+00:00,11.449596388888889,19.0,43.7,0,,,,,0.6,21.2,506,2018-09-25 12:02:41+00:00,2018-09-25 23:51:45+00:00,11.817777777777778,22.83533881009231,0.0,19.64628803089767,0.7509297136899354,7.462740132211966,27.85995787679957,Weak association
17,17,368022580,DAWN RENEE,IMO0000000,WDJ9085,30.0,False,4.899333892980241,4.899384369180749,2018-09-25 16:16:26+00:00,7.755429722222222,8.4,54.2,0,,,,,3.5,8.7,292,2018-09-25 12:01:59+00:00,2018-09-25 23:07:19+00:00,11.088888888888889,33.33533881009231,0.0,15.301998321059276,4.510444948900949,6.296073465545299,26.108516735505525,Weak association
18,20,369098000,HANNAH,IMO7932343,WDI7828,31.0,False,5.881273664922195,5.881755517127209,2018-09-25 17:43:24+00:00,6.305985277777777,8.3,214.9,0,,,,,8.4,10.0,417,2018-09-25 12:37:09+00:00,2018-09-25 21:36:16+00:00,8.985277777777778,14.035338810092327,0.0,12.356179005233415,4.885851747653625,8.440517909989742,25.682548662876783,Weak association
19,14,367594510,GRACE,IMO8975809,WDH2113,60.0,False,4.751405142386349,4.751405142386349,2018-09-25 12:02:41+00:00,11.984596388888887,15.3,57.8,0,,,,,0.6,15.6,478,2018-09-25 12:02:41+00:00,2018-09-26 00:01:41+00:00,11.983333333333333,36.93533881009233,0.0,15.745784572840954,0.01684319043051359,5.896073465545296,21.658701228816764,Weak association
20,19,367471790,PRINCESS JASMINE II,IMO8969977,WDF6208,30.0,False,5.377037878827656,5.377139926187345,2018-09-25 12:23:56+00:00,11.63042972222222,7.9,242.8,0,,,,,7.95,8.6,150,2018-09-25 12:02:23+00:00,2018-09-25 17:11:20+00:00,5.149166666666667,41.93533881009233,0.0,13.868886363517035,0.35593945734954663,5.3405179099897415,19.565343730856323,Weak association
21,18,367330830,ODYSSEA DARWIN,IMO9343120,WDE2876,90.0,False,5.203442836792071,5.203442836792071,2018-09-25 13:10:17+00:00,10.857929722222222,1.9,260.8,0,,,,,0.9,11.4,483,2018-09-25 12:02:46+00:00,2018-09-26 00:01:17+00:00,11.975277777777778,59.93533881009233,0.0,14.389671489623785,1.1412511191170562,3.3405179099897406,18.87144051873058,Weak association
22,22,367375990,SANTA MARIA IV,IMO8940189,WDE6116,30.0,False,8.202523016518391,8.202523016518391,2018-09-25 21:48:49+00:00,2.2157075,4.3,174.7,0,,,,,3.7,6.2,444,2018-09-25 12:01:51+00:00,2018-09-26 00:01:19+00:00,11.991111111111111,26.16466118990769,0.0,5.392430950444825,3.663966785083693,7.09281542334359,16.149213158872108,Weak association
23,23,367019860,LIA JANE,IMO8660507,WDC4148,30.0,False,8.43432977418925,8.434417421875837,2018-09-25 12:20:05+00:00,11.694596388888888,9.0,232.3,0,,,,,9.5,10.5,152,2018-09-25 12:01:46+00:00,2018-09-25 15:53:15+00:00,3.858055555555556,31.435338810092333,0.0,4.69701067743225,0.09961694599411543,6.507184576656408,11.303812200082774,Weak association
24,102,367406410,KIMMY,,WDE8515,30.0,False,33.85920210349624,33.85920210349624,2018-09-25 13:41:39+00:00,10.335151944444444,2.9,22.7,0,,,,,2.8,8.0,376,2018-09-25 12:02:24+00:00,2018-09-26 00:00:17+00:00,11.964722222222225,1.8353388100923098,0.0,0.0,0.0,9.796073465545298,9.796073465545298,Weak association
25,42,229616000,POLA LADOGA,IMO9659799,9HA3452,70.0,False,25.10787235654303,25.10787235654303,2018-09-25 13:01:25+00:00,11.0057075,0.1,198.1,0,,,,,0.1,0.3,194,2018-09-25 12:04:24+00:00,2018-09-26 00:01:25+00:00,11.950277777777778,2.7646611899076845,0.0,0.0,0.0,9.69281542334359,9.69281542334359,Weak association
26,168,367420980,DUTCHMAN,IMO9585209,WDE9761,60.0,False,47.2355307902747,47.2355307902747,2018-09-25 20:24:44+00:00,3.617096388888889,0.6,204.8,0,,,,,0.8,19.5,478,2018-09-25 12:02:52+00:00,2018-09-26 00:01:01+00:00,11.969166666666666,3.9353388100923326,0.0,0.0,0.0,9.562740132211964,9.562740132211964,Weak association
27,219,367016590,,,,,False,64.313433198974,64.313433198974,2018-09-25 23:47:07+00:00,0.2440408333333333,10.1,24.9,0,,,,,7.9,13.1,178,2018-09-25 12:02:47+00:00,2018-09-26 00:01:18+00:00,11.975277777777778,4.035338810092327,0.0,0.0,0.0,9.551629021100853,9.551629021100853,Weak association
28,153,367007750,MASTER TYLER,,WDC3431,31.0,False,46.32287023675562,46.32287023675562,2018-09-25 17:46:10+00:00,6.259874166666666,3.0,25.1,0,,,,,0.1,5.6,494,2018-09-25 12:02:50+00:00,2018-09-26 00:01:19+00:00,11.974722222222224,4.2353388100923155,0.0,0.0,0.0,9.52940679887863,9.52940679887863,Weak association
29,84,367475170,FEDERAL PILOT 1,,WDF6525,90.0,False,30.08542207201145,30.08542207201145,2018-09-25 16:43:58+00:00,7.296540833333333,8.9,205.2,0,,,,,20.0,27.1,177,2018-09-25 15:36:21+00:00,2018-09-25 23:46:01+00:00,8.161111111111111,4.33533881009231,0.0,0.0,0.0,9.518295687767521,9.518295687767521,Weak association
30,186,366843080,CAPT LEVERT,IMO9269685,WDA7416,90.0,False,51.54741024446345,51.54741024446345,2018-09-25 19:33:52+00:00,4.464874166666667,7.8,196.4,0,,,,,0.6,11.8,484,2018-09-25 12:02:54+00:00,2018-09-26 00:01:12+00:00,11.971666666666666,4.464661189907673,0.0,0.0,0.0,9.503926534454703,9.503926534454703,Weak association
31,93,636014663,ENSCO 75,IMO8764626,A8VT5,90.0,False,33.27727462067408,33.27727462067408,2018-09-25 13:27:18+00:00,10.57431861111111,0.0,25.4,0,,,,,0.0,0.1,435,2018-09-25 12:01:57+00:00,2018-09-26 00:01:24+00:00,11.990833333333333,4.535338810092327,0.0,0.0,0.0,9.496073465545297,9.496073465545297,Weak association
32,104,367177980,,,,,False,34.27839764695385,34.27839764695385,2018-09-25 20:28:28+00:00,3.554874166666667,5.6,196.2,0,,,,,4.0,12.3,490,2018-09-25 12:03:00+00:00,2018-09-26 00:01:19+00:00,11.971944444444444,4.66466118990769,0.0,0.0,0.0,9.481704312232479,9.481704312232479,Weak association
33,213,366592000,LOUISIANA RESPONDER,IMO9044657,WBO8576,90.0,False,60.820379736429366,60.820379736429366,2018-09-25 18:18:18+00:00,5.72431861111111,0.0,205.8,0,,,,,0.0,0.0,494,2018-09-25 12:02:38+00:00,2018-09-26 00:01:17+00:00,11.9775,4.9353388100923326,0.0,0.0,0.0,9.451629021100853,9.451629021100853,Weak association
34,43,237928000,ERIKOUSSA,IMO9254850,SVGV,80.0,False,25.122015306721178,25.122015306721178,2018-09-25 12:30:02+00:00,11.528763055555554,0.1,206.0,0,,,,,0.1,0.3,229,2018-09-25 12:03:02+00:00,2018-09-26 00:00:02+00:00,11.95,5.135338810092321,0.0,0.0,0.0,9.429406798878631,9.429406798878631,Weak association
35,86,367542650,RIVER PILOT,,WDG5036,,False,31.517933838036964,31.517933838036964,2018-09-25 19:43:31+00:00,4.3040408333333335,17.9,207.2,0,,,,,0.0,32.8,501,2018-09-25 12:02:54+00:00,2018-09-26 00:01:03+00:00,11.969166666666666,6.33533881009231,0.0,0.0,0.0,9.2960734655453,9.2960734655453,Weak association
36,158,367588670,LIL JIMMY,,WDG9528,31.0,False,46.41337297168926,46.41337297168926,2018-09-25 15:05:55+00:00,8.9307075,0.0,208.6,0,,,,,0.0,0.1,499,2018-09-25 12:01:46+00:00,2018-09-26 00:01:15+00:00,11.991388888888888,7.7353388100923155,0.0,0.0,0.0,9.140517909989743,9.140517909989743,Weak association
37,135,367135890,SHELBY COURTNEY,IMO8973473,WDJ4193,60.0,False,45.58658437730721,45.58658437730721,2018-09-25 19:10:00+00:00,4.862651944444444,1.9,29.0,0,,,,,0.0,16.5,447,2018-09-25 12:02:50+00:00,2018-09-25 23:05:36+00:00,11.046111111111111,8.135338810092321,0.0,0.0,0.0,9.096073465545299,9.096073465545299,Weak association
38,79,367132770,GENESIS,,WCX8407,60.0,False,28.287152720991227,28.287152720991227,2018-09-25 18:58:34+00:00,5.053207499999999,19.6,29.2,0,,,,,1.6,23.8,493,2018-09-25 12:03:15+00:00,2018-09-26 00:01:18+00:00,11.9675,8.33533881009231,0.0,0.0,0.0,9.073851243323077,9.073851243323077,Weak association
39,201,367659220,LADY JENNIE,IMO8961274,WDH8557,30.0,False,56.61979054748018,56.61979054748018,2018-09-25 13:08:33+00:00,10.88681861111111,1.8,12.4,0,,,,,1.2,7.9,49,2018-09-25 12:03:09+00:00,2018-09-25 23:57:22+00:00,11.903611111111111,8.464661189907673,0.0,0.0,0.0,9.059482090010258,9.059482090010258,Weak association
40,139,367535450,DELTA SPARROW,,WDG4332,31.0,False,45.65318537170205,45.65318537170205,2018-09-25 12:06:27+00:00,11.92181861111111,7.2,209.8,0,,,,,5.2,8.9,249,2018-09-25 12:02:47+00:00,2018-09-25 17:44:17+00:00,5.691666666666666,8.935338810092333,0.0,0.0,0.0,9.007184576656407,9.007184576656407,Weak association
41,38,367376530,MATTERHORN TLP,,WDE6150,90.0,False,22.941810087592472,22.941810087592472,2018-09-25 16:58:59+00:00,7.046263055555555,0.1,210.4,0,,,,,0.0,0.2,472,2018-09-25 12:02:58+00:00,2018-09-26 00:01:37+00:00,11.9775,9.535338810092327,0.0,0.0,0.0,8.940517909989742,8.940517909989742,Weak association
42,205,367638420,JOSEPH ANTHONY,IMO8958320,WDH6480,30.0,False,58.28329496822069,58.28329496822069,2018-09-25 14:32:13+00:00,9.492374166666666,0.2,11.3,0,,,,,0.15,0.2,2,2018-09-25 14:32:13+00:00,2018-09-25 14:35:13+00:00,0.05,9.564661189907667,0.0,0.0,0.0,8.937259867788036,8.937259867788036,Weak association
43,98,367074940,MASTER LANDIN,,WDC7667,31.0,False,33.56500330174796,33.56500330174796,2018-09-25 23:33:10+00:00,0.4765408333333333,4.8,211.0,0,,,,,0.0,7.4,497,2018-09-25 12:02:50+00:00,2018-09-26 00:01:10+00:00,11.97222222222222,10.135338810092321,0.0,0.0,0.0,8.873851243323076,8.873851243323076,Weak association
44,60,229411000,DODO,IMO9662320,9HA3311,70.0,False,27.38693938166397,27.38693938166397,2018-09-25 21:04:42+00:00,2.950985277777778,9.5,31.8,0,,,,,10.3,12.7,320,2018-09-25 16:05:23+00:00,2018-09-26 00:01:13+00:00,7.930555555555555,10.935338810092333,0.0,0.0,0.0,8.784962354434185,8.784962354434185,Weak association
45,65,538006166,TRF BERGEN,IMO9692246,V7KH7,80.0,False,27.421814182382263,27.421814182382263,2018-09-25 22:40:20+00:00,1.3570963888888887,11.5,212.5,0,,,,,12.85,14.6,180,2018-09-25 19:32:33+00:00,2018-09-26 00:01:22+00:00,4.480277777777777,11.635338810092321,0.0,0.0,0.0,8.707184576656408,8.707184576656408,Weak association
46,171,367331210,SEA BEE,IMO7513379,WCY2047,30.0,False,48.344148314709535,48.344148314709535,2018-09-25 14:59:40+00:00,9.034874166666668,8.8,9.0,0,,,,,4.7,12.3,248,2018-09-25 12:02:41+00:00,2018-09-25 20:59:41+00:00,8.95,11.864661189907679,0.0,0.0,0.0,8.68170431223248,8.68170431223248,Weak association
47,196,368508000,GENIE LAB,IMO9564310,WPAG,90.0,False,54.40231859794679,54.40231859794679,2018-09-25 23:39:58+00:00,0.3632075,0.1,189.0,0,,,,,0.1,0.5,479,2018-09-25 12:02:48+00:00,2018-09-26 00:01:17+00:00,11.974722222222224,11.864661189907679,0.0,0.0,0.0,8.68170431223248,8.68170431223248,Weak association
48,54,477096700,DA WEI SHAN,IMO9803118,VRQW7,,False,27.35479948641421,27.35479948641421,2018-09-25 17:21:55+00:00,6.664040833333333,12.5,213.4,0,,,,,12.8,14.6,302,2018-09-25 14:20:06+00:00,2018-09-25 21:45:11+00:00,7.418055555555555,12.535338810092327,0.0,0.0,0.0,8.607184576656408,8.607184576656408,Weak association
49,138,367153690,SUN RAY,,WDJ4198,36.0,False,45.647728646508014,45.647728646508014,2018-09-25 22:21:21+00:00,1.6734852777777776,6.0,33.8,0,,,,,6.3,21.4,498,2018-09-25 12:02:46+00:00,2018-09-26 00:01:11+00:00,11.973611111111111,12.935338810092333,0.0,0.0,0.0,8.562740132211964,8.562740132211964,Weak association
50,97,367166250,,,,,False,33.47330023203409,33.47330023203409,2018-09-25 15:21:33+00:00,8.670151944444443,0.2,187.8,0,,,,,5.5,12.2,429,2018-09-25 12:02:54+00:00,2018-09-26 00:01:13+00:00,11.971944444444444,13.064661189907667,0.0,0.0,0.0,8.548370978899149,8.548370978899149,Weak association
51,74,367192710,BAR PILOT,,WDD7896,60.0,False,27.59815585607521,27.59956726904574,2018-09-25 17:37:37+00:00,6.402374166666666,23.1,34.8,0,,,,,23.6,27.6,280,2018-09-25 15:22:43+00:00,2018-09-25 23:12:10+00:00,7.824166666666667,13.935338810092333,0.0,0.0,0.0,8.451629021100851,8.451629021100851,Weak association
52,96,367772750,LAUREN A,IMO8024741,WDJ3930,30.0,False,33.38885776589946,33.38885776589946,2018-09-25 19:25:04+00:00,4.611540833333333,0.3,34.8,0,,,,,8.9,12.4,491,2018-09-25 12:02:56+00:00,2018-09-26 00:01:16+00:00,11.97222222222222,13.935338810092333,0.0,0.0,0.0,8.451629021100851,8.451629021100851,Weak association
53,64,538003704,HARVEST FESTIVAL,IMO9170262,V7SQ7,70.0,False,27.416368627707428,27.416368627707428,2018-09-25 20:33:25+00:00,3.472374166666667,8.7,35.0,0,,,,,9.1,12.5,329,2018-09-25 15:44:36+00:00,2018-09-26 00:01:15+00:00,8.2775,14.135338810092321,0.0,0.0,0.0,8.429406798878631,8.429406798878631,Weak association
54,52,477090000,WEST BAY,IMO9278868,VRZP8,70.0,False,27.337872102144924,27.337872102144924,2018-09-25 22:09:48+00:00,1.8659852777777777,10.6,35.6,0,,,,,10.9,14.5,228,2018-09-25 17:57:50+00:00,2018-09-26 00:01:18+00:00,6.057777777777778,14.735338810092315,0.0,0.0,0.0,8.362740132211965,8.362740132211965,Weak association
55,214,367617970,KIMBERLY D,IMO9759630,WDH4459,60.0,False,61.30650430035946,61.30650430035946,2018-09-25 23:20:26+00:00,0.6887630555555556,0.4,215.6,0,,,,,0.4,19.6,365,2018-09-25 12:02:47+00:00,2018-09-26 00:01:18+00:00,11.975277777777778,14.735338810092315,0.0,0.0,0.0,8.362740132211965,8.362740132211965,Weak association
56,58,241090000,MINERVA EMMA,IMO9296195,SVBF9,80.0,False,27.370538232849192,27.370538232849192,2018-09-25 18:54:50+00:00,5.115429722222222,7.7,35.7,0,,,,,8.1,9.9,379,2018-09-25 12:03:57+00:00,2018-09-25 23:52:30+00:00,11.809166666666666,14.83533881009231,0.0,0.0,0.0,8.351629021100855,8.351629021100855,Weak association
57,49,538007911,CAPE TAURA,IMO9407251,V7MT6,89.0,False,27.23157773497281,27.23157773497281,2018-09-25 12:04:38+00:00,11.952096388888888,0.1,185.8,0,,,,,0.1,0.4,204,2018-09-25 12:04:38+00:00,2018-09-26 00:01:39+00:00,11.950277777777778,15.064661189907667,0.0,0.0,0.0,8.326148756676925,8.326148756676925,Weak association
58,73,367166280,,,,,False,27.58873145586862,27.58873145586862,2018-09-25 22:34:58+00:00,1.4465408333333332,10.0,36.0,0,,,,,7.8,11.6,482,2018-09-25 12:02:50+00:00,2018-09-26 00:01:10+00:00,11.97222222222222,15.135338810092321,0.0,0.0,0.0,8.31829568776752,8.31829568776752,Weak association
59,66,367166270,,,,,False,27.425722883952,27.425722883952,2018-09-25 21:57:20+00:00,2.0737630555555557,10.4,36.2,0,,,,,9.6,14.1,498,2018-09-25 12:02:51+00:00,2018-09-26 00:01:17+00:00,11.973888888888888,15.33533881009231,0.0,0.0,0.0,8.2960734655453,8.2960734655453,Weak association
60,67,371535000,BULK PATRIOT,IMO9115523,3FEN8,70.0,False,27.427371527895616,27.427371527895616,2018-09-25 21:44:39+00:00,2.2851519444444444,13.2,216.3,0,,,,,13.5,15.4,220,2018-09-25 18:41:26+00:00,2018-09-26 00:01:14+00:00,5.33,15.435338810092333,0.0,0.0,0.0,8.284962354434185,8.284962354434185,Weak association
61,51,366709000,LEGEND,IMO9601792,WDF9316,31.0,False,27.32321660992835,27.32321660992835,2018-09-25 22:36:20+00:00,1.4237630555555554,11.0,36.5,0,,,,,12.4,13.1,267,2018-09-25 16:00:30+00:00,2018-09-26 00:01:10+00:00,8.011111111111111,15.635338810092321,0.0,0.0,0.0,8.262740132211965,8.262740132211965,Weak association
62,154,367659780,STARFLEET GUARDIAN,IMO9780184,WDH8611,60.0,False,46.32397765893312,46.32397765893312,2018-09-25 14:26:51+00:00,9.58181861111111,1.3,4.9,0,,,,,1.1,9.3,137,2018-09-25 12:06:32+00:00,2018-09-25 21:45:31+00:00,9.649722222222222,15.964661189907673,0.0,0.0,0.0,8.226148756676926,8.226148756676926,Weak association
63,48,367475190,FEDERAL PILOT 3,,WDF6527,90.0,False,27.22473172014654,27.22473172014654,2018-09-25 20:26:08+00:00,3.593763055555556,25.3,217.0,0,,,,,0.3,25.6,207,2018-09-25 19:30:09+00:00,2018-09-26 00:01:15+00:00,4.5183333333333335,16.13533881009232,0.0,0.0,0.0,8.20718457665641,8.20718457665641,Weak association
64,57,220258000,TORM ISMINI,IMO9277797,OUPT2,80.0,False,27.370049527520617,27.370049527520617,2018-09-25 19:04:41+00:00,4.951263055555555,8.0,37.0,0,,,,,11.2,13.6,373,2018-09-25 13:16:20+00:00,2018-09-25 22:32:20+00:00,9.266666666666667,16.13533881009232,0.0,0.0,0.0,8.20718457665641,8.20718457665641,Weak association
65,69,366991260,CAPT JOHN E GRAHAM,IMO8988428,WDC2329,90.0,False,27.502763888832977,27.5027981384732,2018-09-25 14:59:11+00:00,9.042929722222222,9.5,217.0,0,,,,,1.45,13.4,474,2018-09-25 12:02:51+00:00,2018-09-26 00:01:01+00:00,11.969444444444443,16.13533881009232,0.0,0.0,0.0,8.20718457665641,8.20718457665641,Weak association
66,85,367353090,SUNSHINE STATE,IMO9408114,WDE4432,80.0,False,30.84118111928622,30.84118111928622,2018-09-26 00:01:09+00:00,0.0101519444444444,11.4,37.0,0,,,,,14.8,15.4,149,2018-09-25 20:22:18+00:00,2018-09-26 00:01:09+00:00,3.6475,16.13533881009232,0.0,0.0,0.0,8.20718457665641,8.20718457665641,Weak association
67,75,366968740,NOLA,,WDB9045,60.0,False,27.625531060791754,27.625531060791754,2018-09-25 16:35:57+00:00,7.430151944444444,24.9,37.1,0,,,,,0.2,28.5,231,2018-09-25 12:02:50+00:00,2018-09-25 17:15:33+00:00,5.211944444444445,16.235338810092315,0.0,0.0,0.0,8.196073465545298,8.196073465545298,Weak association
68,55,367771000,INNOVATION,IMO9542594,WDF4831,31.0,False,27.35594712813616,27.35594712813616,2018-09-25 17:55:55+00:00,6.0973741666666665,9.9,37.7,0,,,,,9.9,12.9,384,2018-09-25 12:18:44+00:00,2018-09-25 22:06:14+00:00,9.791666666666666,16.83533881009231,0.0,0.0,0.0,8.129406798878632,8.129406798878632,Weak association
69,63,725001321,ALMENDRO,IMO9278911,CBAW,70.0,False,27.410378751419064,27.410378751419064,2018-09-25 14:04:47+00:00,9.949596388888889,10.8,218.0,0,,,,,12.2,14.2,270,2018-09-25 12:02:42+00:00,2018-09-25 18:28:57+00:00,6.4375,17.13533881009232,0.0,0.0,0.0,8.096073465545297,8.096073465545297,Weak association
70,56,371819000,UNITED HARMONY,IMO9755672,3FXX9,70.0,False,27.36516583681965,27.36516583681965,2018-09-25 14:28:19+00:00,9.557374166666666,11.7,218.1,0,,,,,11.1,13.9,265,2018-09-25 12:02:40+00:00,2018-09-25 18:24:10+00:00,6.358333333333333,17.235338810092315,0.0,0.0,0.0,8.084962354434188,8.084962354434188,Weak association
71,62,636017407,BLUE PRIDE,IMO9281011,D5KT9,80.0,False,27.404978753491022,27.405607221429182,2018-09-25 15:00:09+00:00,9.02681861111111,10.4,218.5,0,,,,,11.8,14.5,261,2018-09-25 12:02:43+00:00,2018-09-25 18:39:30+00:00,6.613055555555556,17.63533881009232,0.0,0.0,0.0,8.040517909989742,8.040517909989742,Weak association
72,71,366992070,TEON MARIA,,WDC2377,31.0,False,27.531413948603824,27.53177346695414,2018-09-25 13:31:57+00:00,10.496818611111111,8.9,218.5,0,,,,,6.5,11.2,465,2018-09-25 12:02:48+00:00,2018-09-25 23:59:22+00:00,11.942777777777778,17.63533881009232,0.0,0.0,0.0,8.040517909989742,8.040517909989742,Weak association
